date,fips,cumulative_cases,new_cases
2020-03-04,48001,0,NA
2020-03-05,48001,0,0
2020-03-06,48001,0,0
2020-03-07,48001,0,0
2020-03-08,48001,0,0
2020-03-09,48001,0,0
2020-03-10,48001,0,0
2020-03-11,48001,0,0
2020-03-12,48001,0,0
2020-03-13,48001,0,0
2020-03-14,48001,0,0
2020-03-15,48001,0,0
2020-03-16,48001,0,0
2020-03-17,48001,0,0
2020-03-18,48001,0,0
2020-03-19,48001,0,0
2020-03-20,48001,0,0
2020-03-21,48001,0,0
2020-03-22,48001,0,0
2020-03-23,48001,0,0
2020-03-24,48001,0,0
2020-03-25,48001,0,0
2020-03-26,48001,0,0
2020-03-27,48001,0,0
2020-03-28,48001,0,0
2020-03-29,48001,0,0
2020-03-30,48001,0,0
2020-03-31,48001,0,0
2020-04-01,48001,1,1
2020-04-02,48001,1,0
2020-04-03,48001,1,0
2020-04-04,48001,1,0
2020-04-05,48001,1,0
2020-04-06,48001,1,0
2020-04-07,48001,1,0
2020-04-08,48001,1,0
2020-04-09,48001,2,1
2020-04-10,48001,2,0
2020-04-11,48001,3,1
2020-04-12,48001,3,0
2020-04-13,48001,3,0
2020-04-14,48001,3,0
2020-04-15,48001,4,1
2020-04-16,48001,6,2
2020-04-17,48001,6,0
2020-04-18,48001,6,0
2020-04-19,48001,8,2
2020-04-20,48001,8,0
2020-04-21,48001,10,2
2020-04-22,48001,14,4
2020-04-23,48001,14,0
2020-04-24,48001,16,2
2020-04-25,48001,16,0
2020-04-26,48001,18,2
2020-04-27,48001,19,1
2020-04-28,48001,23,4
2020-04-29,48001,23,0
2020-04-30,48001,29,6
2020-05-01,48001,30,1
2020-05-02,48001,32,2
2020-05-03,48001,32,0
2020-05-04,48001,32,0
2020-05-05,48001,34,2
2020-05-06,48001,38,4
2020-05-07,48001,40,2
2020-05-08,48001,41,1
2020-05-09,48001,41,0
2020-05-10,48001,41,0
2020-05-11,48001,41,0
2020-05-12,48001,50,9
2020-05-13,48001,50,0
2020-05-14,48001,51,1
2020-05-15,48001,52,1
2020-05-16,48001,54,2
2020-05-17,48001,54,0
2020-05-18,48001,54,0
2020-05-19,48001,60,6
2020-05-20,48001,61,1
2020-05-21,48001,63,2
2020-05-22,48001,64,1
2020-05-23,48001,66,2
2020-05-24,48001,66,0
2020-05-25,48001,66,0
2020-05-26,48001,66,0
2020-05-27,48001,66,0
2020-05-28,48001,66,0
2020-05-29,48001,72,6
2020-05-30,48001,72,0
2020-05-31,48001,72,0
2020-06-01,48001,72,0
2020-06-02,48001,76,4
2020-06-03,48001,78,2
2020-06-04,48001,85,7
2020-06-05,48001,87,2
2020-06-06,48001,85,-2
2020-06-07,48001,85,0
2020-06-08,48001,85,0
2020-06-09,48001,91,6
2020-06-10,48001,91,0
2020-06-11,48001,95,4
2020-06-12,48001,95,0
2020-06-13,48001,102,7
2020-06-14,48001,102,0
2020-06-15,48001,102,0
2020-06-16,48001,989,887
2020-06-17,48001,990,1
2020-06-18,48001,1003,13
2020-06-19,48001,1007,4
2020-06-20,48001,1006,-1
2020-06-21,48001,1006,0
2020-06-22,48001,1006,0
2020-06-23,48001,1009,3
2020-06-24,48001,1013,4
2020-06-25,48001,1014,1
2020-06-26,48001,1017,3
2020-06-27,48001,1017,0
2020-06-28,48001,1016,-1
2020-06-29,48001,1016,0
2020-06-30,48001,1032,16
2020-07-01,48001,1040,8
2020-07-02,48001,1063,23
2020-07-03,48001,1072,9
2020-07-04,48001,1070,-2
2020-07-05,48001,1082,12
2020-07-06,48001,1082,0
2020-07-07,48001,1108,26
2020-07-08,48001,1152,44
2020-07-09,48001,1533,381
2020-07-10,48001,1761,228
2020-07-11,48001,1796,35
2020-07-12,48001,1796,0
2020-07-13,48001,1890,94
2020-07-14,48001,1917,27
2020-07-15,48001,1944,27
2020-07-16,48001,1956,12
2020-07-17,48001,2003,47
2020-07-18,48001,2017,14
2020-07-19,48001,2017,0
2020-07-20,48001,2015,-2
2020-07-21,48001,2051,36
2020-07-22,48001,2062,11
2020-07-23,48001,2077,15
2020-07-24,48001,2116,39
2020-07-25,48001,2140,24
2020-07-26,48001,2140,0
2020-07-27,48001,2142,2
2020-07-28,48001,2162,20
2020-07-29,48001,2172,10
2020-07-30,48001,2174,2
2020-07-31,48001,2196,22
2020-08-01,48001,2209,13
2020-08-02,48001,2209,0
2020-08-03,48001,2307,98
2020-08-04,48001,2329,22
2020-08-05,48001,2355,26
2020-08-06,48001,2353,-2
2020-08-07,48001,2379,26
2020-08-08,48001,2402,23
2020-08-09,48001,2402,0
2020-08-10,48001,2403,1
2020-08-11,48001,2406,3
2020-08-12,48001,2428,22
2020-08-13,48001,2437,9
2020-08-14,48001,2435,-2
2020-08-15,48001,2434,-1
2020-08-16,48001,2434,0
2020-08-17,48001,2434,0
2020-08-18,48001,2438,4
2020-08-19,48001,2423,-15
2020-08-20,48001,2416,-7
2020-08-21,48001,2417,1
2020-08-22,48001,2425,8
2020-08-23,48001,2425,0
2020-08-24,48001,2431,6
2020-08-25,48001,2449,18
2020-08-26,48001,2453,4
2020-08-27,48001,2482,29
2020-08-28,48001,2495,13
2020-08-29,48001,2502,7
2020-08-30,48001,2502,0
2020-08-31,48001,2502,0
2020-09-01,48001,2520,18
2020-09-02,48001,2527,7
2020-09-03,48001,2519,-8
2020-09-04,48001,2538,19
2020-09-05,48001,2554,16
2020-09-06,48001,2556,2
2020-09-07,48001,2556,0
2020-09-08,48001,2694,138
2020-09-09,48001,2744,50
2020-09-10,48001,2776,32
2020-09-11,48001,2760,-16
2020-09-12,48001,2763,3
2020-09-13,48001,2763,0
2020-09-14,48001,2762,-1
2020-09-15,48001,2776,14
2020-09-16,48001,2799,23
2020-09-17,48001,2812,13
2020-09-18,48001,1744,-1068
2020-09-19,48001,1741,-3
2020-09-20,48001,1741,0
2020-09-21,48001,2792,1051
2020-09-22,48001,2801,9
2020-09-23,48001,2822,21
2020-09-24,48001,2825,3
2020-09-25,48001,2832,7
2020-09-26,48001,2840,8
2020-09-27,48001,2840,0
2020-09-28,48001,2840,0
2020-09-29,48001,2824,-16
2020-09-30,48001,2832,8
2020-10-01,48001,2844,12
2020-10-02,48001,2829,-15
2020-10-03,48001,2821,-8
2020-10-04,48001,2821,0
2020-10-05,48001,2859,38
2020-10-06,48001,2836,-23
2020-10-07,48001,2849,13
2020-10-08,48001,2858,9
2020-10-09,48001,2872,14
2020-10-10,48001,2868,-4
2020-10-11,48001,2868,0
2020-10-12,48001,2879,11
2020-10-13,48001,2892,13
2020-10-14,48001,2885,-7
2020-10-15,48001,2903,18
2020-10-16,48001,2906,3
2020-10-17,48001,2909,3
2020-10-18,48001,2909,0
2020-10-19,48001,2909,0
2020-10-20,48001,2920,11
2020-10-21,48001,2922,2
2020-10-22,48001,2934,12
2020-10-23,48001,2935,1
2020-10-24,48001,2941,6
2020-10-25,48001,2941,0
2020-10-26,48001,2946,5
2020-10-27,48001,2949,3
2020-10-28,48001,2961,12
2020-10-29,48001,2970,9
2020-10-30,48001,2970,0
2020-10-31,48001,2979,9
2020-11-01,48001,2979,0
2020-11-02,48001,2979,0
2020-11-03,48001,2987,8
2020-11-04,48001,2981,-6
2020-11-05,48001,3011,30
2020-11-06,48001,3008,-3
2020-11-07,48001,3018,10
2020-11-08,48001,3021,3
2020-11-09,48001,3021,0
2020-11-10,48001,3028,7
2020-11-11,48001,3035,7
2020-11-12,48001,3045,10
2020-11-13,48001,3041,-4
2020-11-14,48001,3045,4
2020-11-15,48001,3051,6
2020-11-16,48001,3051,0
2020-11-17,48001,3065,14
2020-11-18,48001,3095,30
2020-11-19,48001,3101,6
2020-11-20,48001,3092,-9
2020-11-21,48001,3127,35
2020-11-22,48001,3127,0
2020-11-23,48001,3118,-9
2020-11-24,48001,3143,25
2020-11-25,48001,3150,7
2020-11-26,48001,3171,21
2020-11-27,48001,3172,1
2020-11-28,48001,3167,-5
2020-11-29,48001,3167,0
2020-11-30,48001,3167,0
2020-12-01,48001,3190,23
2020-12-02,48001,3198,8
2020-12-03,48001,3211,13
2020-12-04,48001,3217,6
2020-12-05,48001,3223,6
2020-12-06,48001,3223,0
2020-12-07,48001,3223,0
2020-12-08,48001,3248,25
2020-12-09,48001,3250,2
2020-12-10,48001,3246,-4
2020-12-11,48001,3244,-2
2020-12-12,48001,3283,39
2020-12-13,48001,3283,0
2020-12-14,48001,3283,0
2020-12-15,48001,3297,14
2020-12-16,48001,3321,24
2020-12-17,48001,3420,99
2020-12-18,48001,3428,8
2020-12-19,48001,3444,16
2020-12-20,48001,3444,0
2020-12-21,48001,3444,0
2020-12-22,48001,3468,24
2020-12-23,48001,3478,10
2020-12-24,48001,3506,28
2020-12-25,48001,3500,-6
2020-12-26,48001,3500,0
2020-12-27,48001,3500,0
2020-12-28,48001,3500,0
2020-12-29,48001,3693,193
2020-12-30,48001,3688,-5
2020-12-31,48001,3693,5
2021-01-01,48001,3950,257
2021-01-02,48001,3950,0
2021-01-03,48001,3950,0
2021-01-04,48001,3950,0
2021-01-05,48001,4367,417
2021-01-06,48001,4472,105
2021-01-07,48001,4471,-1
2021-01-08,48001,4471,0
2021-01-09,48001,4485,14
2021-01-10,48001,4508,23
2021-01-11,48001,4508,0
2021-01-12,48001,4445,-63
2021-01-13,48001,4520,75
2021-01-14,48001,4467,-53
2021-01-15,48001,4484,17
2021-01-16,48001,4485,1
2021-01-17,48001,4511,26
2021-01-18,48001,4511,0
2021-01-19,48001,4511,0
2021-01-20,48001,4582,71
2021-01-21,48001,4573,-9
2021-01-22,48001,4570,-3
2021-01-23,48001,4587,17
2021-01-24,48001,4587,0
2021-01-25,48001,4587,0
2021-01-26,48001,4595,8
2021-01-27,48001,4596,1
2021-01-28,48001,4628,32
2021-01-29,48001,4634,6
2021-01-30,48001,4632,-2
2021-01-31,48001,4644,12
2021-02-01,48001,4644,0
2021-02-02,48001,4737,93
2021-02-03,48001,4747,10
2021-02-04,48001,4746,-1
2021-02-05,48001,4763,17
2021-02-06,48001,4765,2
2021-02-07,48001,4765,0
2021-02-08,48001,4767,2
2021-02-09,48001,4765,-2
2021-02-10,48001,4757,-8
2021-02-11,48001,4753,-4
2021-02-12,48001,4766,13
2021-02-13,48001,4764,-2
2021-02-14,48001,4767,3
2021-02-15,48001,4767,0
2021-02-16,48001,4767,0
2021-02-17,48001,4778,11
2021-02-18,48001,4778,0
2021-02-19,48001,4778,0
2021-02-20,48001,4778,0
2021-02-21,48001,4779,1
2021-02-22,48001,4779,0
2021-02-23,48001,4780,1
2021-02-24,48001,4784,4
2021-02-25,48001,4779,-5
2021-02-26,48001,4799,20
2021-02-27,48001,4807,8
2021-02-28,48001,4807,0
2021-03-01,48001,4807,0
2021-03-02,48001,4798,-9
2021-03-03,48001,4801,3
2021-03-04,48001,4800,-1
2021-03-05,48001,4807,7
2021-03-06,48001,4805,-2
2021-03-07,48001,4805,0
2021-03-08,48001,4805,0
2021-03-09,48001,4808,3
2021-03-10,48001,4809,1
2021-03-11,48001,4802,-7
2021-03-12,48001,4803,1
2021-03-13,48001,4812,9
2021-03-14,48001,4813,1
2021-03-15,48001,4813,0
2021-03-16,48001,4812,-1
2021-03-17,48001,4812,0
2021-03-18,48001,4800,-12
2021-03-19,48001,4804,4
2021-03-20,48001,4790,-14
2021-03-21,48001,4790,0
2021-03-22,48001,4790,0
2021-03-23,48001,4799,9
2021-03-24,48001,4815,16
2021-03-25,48001,4815,0
2021-03-26,48001,4807,-8
2021-03-27,48001,4797,-10
2021-03-28,48001,4797,0
2021-03-29,48001,4797,0
2021-03-30,48001,4782,-15
2021-03-31,48001,4782,0
2021-04-01,48001,4775,-7
2021-04-02,48001,4760,-15
2021-04-03,48001,4760,0
2021-04-04,48001,4754,-6
2021-04-05,48001,4754,0
2021-04-06,48001,4744,-10
2021-04-07,48001,4749,5
2021-04-08,48001,4753,4
2021-04-09,48001,4751,-2
2021-04-10,48001,4762,11
2021-04-11,48001,4762,0
2021-04-12,48001,4762,0
2021-04-13,48001,4766,4
2021-04-14,48001,4764,-2
2021-04-15,48001,4762,-2
2021-04-16,48001,4765,3
2021-04-17,48001,4759,-6
2021-04-18,48001,4759,0
2021-04-19,48001,4759,0
2021-04-20,48001,4759,0
2021-04-21,48001,4744,-15
2021-04-22,48001,4741,-3
2021-04-23,48001,4790,49
2021-04-24,48001,4744,-46
2021-04-25,48001,4744,0
2021-04-26,48001,4744,0
2021-04-27,48001,4738,-6
2021-04-28,48001,4735,-3
2021-04-29,48001,4732,-3
2021-04-30,48001,4753,21
2021-05-01,48001,4749,-4
2021-05-02,48001,4749,0
2021-05-03,48001,4749,0
2021-05-04,48001,4735,-14
2021-05-05,48001,4746,11
2021-05-06,48001,4745,-1
2021-05-07,48001,4780,35
2021-05-08,48001,4782,2
2021-05-09,48001,4782,0
2021-05-10,48001,4782,0
2021-05-11,48001,4815,33
2021-05-12,48001,4802,-13
2021-05-13,48001,4803,1
2021-05-14,48001,4810,7
2021-05-15,48001,4802,-8
2021-05-16,48001,4802,0
2021-05-17,48001,4802,0
2021-05-18,48001,4803,1
2021-05-19,48001,4807,4
2021-05-20,48001,4799,-8
2021-05-21,48001,4801,2
2021-05-22,48001,4801,0
2021-05-23,48001,4796,-5
2021-05-24,48001,4796,0
2021-05-25,48001,4791,-5
2021-05-26,48001,4787,-4
2021-05-27,48001,4801,14
2021-05-28,48001,4792,-9
2021-05-29,48001,4792,0
2021-05-30,48001,4792,0
2021-05-31,48001,4792,0
2021-06-01,48001,4792,0
2021-06-02,48001,4787,-5
2021-06-03,48001,4790,3
2021-06-04,48001,4794,4
2021-06-05,48001,4795,1
2021-06-06,48001,4795,0
2021-06-07,48001,4795,0
2021-06-08,48001,4789,-6
2021-06-09,48001,4795,6
2021-06-10,48001,4801,6
2021-06-11,48001,4806,5
2021-06-12,48001,4800,-6
2021-06-13,48001,4800,0
2021-06-14,48001,4800,0
2021-06-15,48001,4799,-1
2021-06-16,48001,4790,-9
2021-06-17,48001,4791,1
2021-06-18,48001,4796,5
2021-06-19,48001,4806,10
2021-06-20,48001,4806,0
2021-06-21,48001,4806,0
2021-06-22,48001,4789,-17
2021-06-23,48001,4780,-9
2021-06-24,48001,4789,9
2021-06-25,48001,4771,-18
2021-06-26,48001,4777,6
2021-06-27,48001,4777,0
2021-06-28,48001,4777,0
2021-06-29,48001,4788,11
2021-06-30,48001,4783,-5
2021-07-01,48001,4780,-3
2021-07-02,48001,4779,-1
2021-07-03,48001,4779,0
2021-07-04,48001,4779,0
2021-07-05,48001,4779,0
2021-07-06,48001,4779,0
2021-07-07,48001,4781,2
2021-07-08,48001,4793,12
2021-07-09,48001,4794,1
2021-07-10,48001,4787,-7
2021-07-11,48001,4787,0
2021-07-12,48001,4787,0
2021-07-13,48001,4784,-3
2021-07-14,48001,4785,1
2021-07-15,48001,4785,0
2021-07-16,48001,4804,19
2021-07-17,48001,4796,-8
2021-07-18,48001,4796,0
2021-07-19,48001,4796,0
2021-07-20,48001,4793,-3
2021-07-21,48001,4754,-39
2021-07-22,48001,4754,0
2021-07-23,48001,4744,-10
2021-07-24,48001,4716,-28
2021-07-25,48001,4716,0
2021-07-26,48001,4716,0
2021-07-27,48001,4709,-7
2021-07-28,48001,4710,1
2021-07-29,48001,4698,-12
2021-07-30,48001,4708,10
2021-07-31,48001,4717,9
2021-08-01,48001,4717,0
2021-08-02,48001,4717,0
2021-08-03,48001,4717,0
2021-08-04,48001,4717,0
2021-08-05,48001,4714,-3
2021-08-06,48001,4722,8
2021-08-07,48001,4722,0
2021-08-08,48001,4722,0
2021-08-09,48001,4722,0
2021-08-10,48001,4742,20
2021-08-11,48001,4758,16
2021-08-12,48001,4758,0
2021-08-13,48001,4746,-12
2021-08-14,48001,4750,4
2021-08-15,48001,4750,0
2021-08-16,48001,4750,0
2021-08-17,48001,4777,27
2021-08-18,48001,4773,-4
2021-08-19,48001,4761,-12
2021-08-20,48001,4775,14
2021-08-21,48001,4775,0
2021-08-22,48001,4510,-265
2021-08-23,48001,4510,0
2021-08-24,48001,4519,9
2021-08-25,48001,4777,258
2021-08-26,48001,4785,8
2021-08-27,48001,4825,40
2021-08-28,48001,4812,-13
2021-08-29,48001,4812,0
2021-08-30,48001,4812,0
2021-08-31,48001,4828,16
2021-09-01,48001,4816,-12
2021-09-02,48001,4816,0
2021-09-03,48001,4866,50
2021-09-04,48001,4866,0
2021-09-05,48001,4866,0
2021-09-06,48001,4866,0
2021-09-07,48001,4866,0
2021-09-08,48001,4878,12
2021-09-09,48001,4837,-41
2021-09-10,48001,4894,57
2021-09-11,48001,4889,-5
2021-09-12,48001,4889,0
2021-09-13,48001,4889,0
2021-09-14,48001,4919,30
2021-09-15,48001,4901,-18
2021-09-16,48001,4902,1
2021-09-17,48001,4923,21
2021-09-18,48001,4919,-4
2021-09-19,48001,4919,0
2021-09-20,48001,4919,0
2021-09-21,48001,4924,5
2021-09-22,48001,4931,7
2021-09-23,48001,4928,-3
2021-09-24,48001,4959,31
2021-09-25,48001,4958,-1
2021-09-26,48001,4958,0
2021-09-27,48001,4958,0
2021-09-28,48001,4954,-4
2021-09-29,48001,4955,1
2021-09-30,48001,4957,2
2021-10-01,48001,4993,36
2021-10-02,48001,4993,0
2021-10-03,48001,4993,0
2021-10-04,48001,4993,0
2021-10-05,48001,5005,12
2021-10-06,48001,5009,4
2021-10-07,48001,5006,-3
2021-10-08,48001,5015,9
2021-10-09,48001,5015,0
2021-10-10,48001,5015,0
2021-10-11,48001,5015,0
2021-10-12,48001,5017,2
2021-10-13,48001,5012,-5
2021-10-14,48001,5011,-1
2021-10-15,48001,5040,29
2021-10-16,48001,5035,-5
2021-10-17,48001,5035,0
2021-10-18,48001,5035,0
2021-10-19,48001,5030,-5
2021-10-20,48001,5031,1
2021-10-21,48001,5030,-1
2021-10-22,48001,5030,0
2021-10-23,48001,5030,0
2021-10-24,48001,5049,19
2021-10-25,48001,5049,0
2021-10-26,48001,5051,2
2021-10-27,48001,5063,12
2021-10-28,48001,5064,1
2021-10-29,48001,5078,14
2021-10-30,48001,5197,119
2021-10-31,48001,5197,0
2021-11-01,48001,5082,-115
2021-11-02,48001,5085,3
2021-11-03,48001,5074,-11
2021-11-04,48001,5080,6
2021-11-05,48001,5084,4
2021-11-06,48001,5212,128
2021-11-07,48001,5212,0
2021-11-08,48001,5212,0
2021-11-09,48001,5212,0
2021-11-10,48001,5232,20
2021-11-11,48001,5232,0
2021-11-12,48001,5234,2
2021-11-13,48001,5234,0
2021-11-14,48001,5234,0
2021-11-15,48001,5234,0
2021-11-16,48001,5258,24
2021-11-17,48001,5258,0
2021-11-18,48001,5078,-180
2021-11-19,48001,5078,0
2021-11-20,48001,5080,2
2021-11-21,48001,5080,0
2021-11-22,48001,5080,0
2021-11-23,48001,5067,-13
2021-11-24,48001,5078,11
2021-11-25,48001,5078,0
2021-11-26,48001,5078,0
2021-11-27,48001,5078,0
2021-11-28,48001,5078,0
2021-11-29,48001,5082,4
2021-11-30,48001,5083,1
2021-12-01,48001,5086,3
2021-12-02,48001,5086,0
2021-12-03,48001,5093,7
2021-12-04,48001,5096,3
2021-12-05,48001,5098,2
2021-12-06,48001,5100,2
2021-12-07,48001,5101,1
2021-12-08,48001,5104,3
2021-12-09,48001,5107,3
2021-12-10,48001,5109,2
2021-12-11,48001,5113,4
2021-12-12,48001,5114,1
2021-12-13,48001,5116,2
2021-12-14,48001,5117,1
2021-12-15,48001,5118,1
2021-12-16,48001,5118,0
2021-12-17,48001,5119,1
2021-12-18,48001,5120,1
2021-12-19,48001,5123,3
2021-12-20,48001,5127,4
2021-12-21,48001,5131,4
2021-12-22,48001,5132,1
2020-03-04,48003,0,NA
2020-03-05,48003,0,0
2020-03-06,48003,0,0
2020-03-07,48003,0,0
2020-03-08,48003,0,0
2020-03-09,48003,0,0
2020-03-10,48003,0,0
2020-03-11,48003,0,0
2020-03-12,48003,0,0
2020-03-13,48003,0,0
2020-03-14,48003,0,0
2020-03-15,48003,0,0
2020-03-16,48003,0,0
2020-03-17,48003,0,0
2020-03-18,48003,0,0
2020-03-19,48003,0,0
2020-03-20,48003,0,0
2020-03-21,48003,0,0
2020-03-22,48003,0,0
2020-03-23,48003,0,0
2020-03-24,48003,0,0
2020-03-25,48003,0,0
2020-03-26,48003,0,0
2020-03-27,48003,0,0
2020-03-28,48003,0,0
2020-03-29,48003,0,0
2020-03-30,48003,0,0
2020-03-31,48003,0,0
2020-04-01,48003,0,0
2020-04-02,48003,0,0
2020-04-03,48003,0,0
2020-04-04,48003,1,1
2020-04-05,48003,6,5
2020-04-06,48003,6,0
2020-04-07,48003,10,4
2020-04-08,48003,10,0
2020-04-09,48003,10,0
2020-04-10,48003,11,1
2020-04-11,48003,11,0
2020-04-12,48003,11,0
2020-04-13,48003,12,1
2020-04-14,48003,13,1
2020-04-15,48003,13,0
2020-04-16,48003,19,6
2020-04-17,48003,19,0
2020-04-18,48003,19,0
2020-04-19,48003,19,0
2020-04-20,48003,19,0
2020-04-21,48003,19,0
2020-04-22,48003,19,0
2020-04-23,48003,19,0
2020-04-24,48003,19,0
2020-04-25,48003,19,0
2020-04-26,48003,19,0
2020-04-27,48003,19,0
2020-04-28,48003,19,0
2020-04-29,48003,19,0
2020-04-30,48003,19,0
2020-05-01,48003,20,1
2020-05-02,48003,20,0
2020-05-03,48003,21,1
2020-05-04,48003,21,0
2020-05-05,48003,21,0
2020-05-06,48003,21,0
2020-05-07,48003,21,0
2020-05-08,48003,21,0
2020-05-09,48003,21,0
2020-05-10,48003,21,0
2020-05-11,48003,21,0
2020-05-12,48003,22,1
2020-05-13,48003,22,0
2020-05-14,48003,22,0
2020-05-15,48003,22,0
2020-05-16,48003,22,0
2020-05-17,48003,22,0
2020-05-18,48003,22,0
2020-05-19,48003,22,0
2020-05-20,48003,22,0
2020-05-21,48003,22,0
2020-05-22,48003,23,1
2020-05-23,48003,23,0
2020-05-24,48003,24,1
2020-05-25,48003,27,3
2020-05-26,48003,27,0
2020-05-27,48003,27,0
2020-05-28,48003,27,0
2020-05-29,48003,27,0
2020-05-30,48003,27,0
2020-05-31,48003,27,0
2020-06-01,48003,27,0
2020-06-02,48003,27,0
2020-06-03,48003,27,0
2020-06-04,48003,27,0
2020-06-05,48003,27,0
2020-06-06,48003,27,0
2020-06-07,48003,27,0
2020-06-08,48003,27,0
2020-06-09,48003,27,0
2020-06-10,48003,27,0
2020-06-11,48003,27,0
2020-06-12,48003,27,0
2020-06-13,48003,28,1
2020-06-14,48003,28,0
2020-06-15,48003,28,0
2020-06-16,48003,30,2
2020-06-17,48003,30,0
2020-06-18,48003,33,3
2020-06-19,48003,35,2
2020-06-20,48003,42,7
2020-06-21,48003,44,2
2020-06-22,48003,44,0
2020-06-23,48003,44,0
2020-06-24,48003,46,2
2020-06-25,48003,51,5
2020-06-26,48003,56,5
2020-06-27,48003,63,7
2020-06-28,48003,73,10
2020-06-29,48003,73,0
2020-06-30,48003,75,2
2020-07-01,48003,82,7
2020-07-02,48003,89,7
2020-07-03,48003,90,1
2020-07-04,48003,98,8
2020-07-05,48003,103,5
2020-07-06,48003,103,0
2020-07-07,48003,103,0
2020-07-08,48003,120,17
2020-07-09,48003,132,12
2020-07-10,48003,132,0
2020-07-11,48003,155,23
2020-07-12,48003,169,14
2020-07-13,48003,169,0
2020-07-14,48003,170,1
2020-07-15,48003,174,4
2020-07-16,48003,176,2
2020-07-17,48003,181,5
2020-07-18,48003,187,6
2020-07-19,48003,189,2
2020-07-20,48003,189,0
2020-07-21,48003,198,9
2020-07-22,48003,212,14
2020-07-23,48003,215,3
2020-07-24,48003,219,4
2020-07-25,48003,225,6
2020-07-26,48003,225,0
2020-07-27,48003,228,3
2020-07-28,48003,232,4
2020-07-29,48003,238,6
2020-07-30,48003,253,15
2020-07-31,48003,255,2
2020-08-01,48003,255,0
2020-08-02,48003,266,11
2020-08-03,48003,267,1
2020-08-04,48003,268,1
2020-08-05,48003,273,5
2020-08-06,48003,277,4
2020-08-07,48003,279,2
2020-08-08,48003,297,18
2020-08-09,48003,297,0
2020-08-10,48003,304,7
2020-08-11,48003,304,0
2020-08-12,48003,304,0
2020-08-13,48003,316,12
2020-08-14,48003,338,22
2020-08-15,48003,338,0
2020-08-16,48003,338,0
2020-08-17,48003,338,0
2020-08-18,48003,346,8
2020-08-19,48003,346,0
2020-08-20,48003,350,4
2020-08-21,48003,355,5
2020-08-22,48003,356,1
2020-08-23,48003,356,0
2020-08-24,48003,356,0
2020-08-25,48003,356,0
2020-08-26,48003,357,1
2020-08-27,48003,362,5
2020-08-28,48003,362,0
2020-08-29,48003,362,0
2020-08-30,48003,362,0
2020-08-31,48003,367,5
2020-09-01,48003,368,1
2020-09-02,48003,374,6
2020-09-03,48003,377,3
2020-09-04,48003,386,9
2020-09-05,48003,388,2
2020-09-06,48003,388,0
2020-09-07,48003,388,0
2020-09-08,48003,388,0
2020-09-09,48003,388,0
2020-09-10,48003,394,6
2020-09-11,48003,400,6
2020-09-12,48003,400,0
2020-09-13,48003,400,0
2020-09-14,48003,400,0
2020-09-15,48003,400,0
2020-09-16,48003,406,6
2020-09-17,48003,410,4
2020-09-18,48003,412,2
2020-09-19,48003,412,0
2020-09-20,48003,412,0
2020-09-21,48003,412,0
2020-09-22,48003,412,0
2020-09-23,48003,415,3
2020-09-24,48003,415,0
2020-09-25,48003,425,10
2020-09-26,48003,425,0
2020-09-27,48003,425,0
2020-09-28,48003,425,0
2020-09-29,48003,425,0
2020-09-30,48003,425,0
2020-10-01,48003,425,0
2020-10-02,48003,452,27
2020-10-03,48003,457,5
2020-10-04,48003,457,0
2020-10-05,48003,457,0
2020-10-06,48003,466,9
2020-10-07,48003,477,11
2020-10-08,48003,477,0
2020-10-09,48003,488,11
2020-10-10,48003,510,22
2020-10-11,48003,510,0
2020-10-12,48003,510,0
2020-10-13,48003,518,8
2020-10-14,48003,518,0
2020-10-15,48003,518,0
2020-10-16,48003,547,29
2020-10-17,48003,547,0
2020-10-18,48003,547,0
2020-10-19,48003,547,0
2020-10-20,48003,549,2
2020-10-21,48003,567,18
2020-10-22,48003,567,0
2020-10-23,48003,567,0
2020-10-24,48003,584,17
2020-10-25,48003,584,0
2020-10-26,48003,584,0
2020-10-27,48003,628,44
2020-10-28,48003,628,0
2020-10-29,48003,655,27
2020-10-30,48003,667,12
2020-10-31,48003,667,0
2020-11-01,48003,667,0
2020-11-02,48003,667,0
2020-11-03,48003,667,0
2020-11-04,48003,689,22
2020-11-05,48003,726,37
2020-11-06,48003,741,15
2020-11-07,48003,741,0
2020-11-08,48003,741,0
2020-11-09,48003,741,0
2020-11-10,48003,781,40
2020-11-11,48003,781,0
2020-11-12,48003,781,0
2020-11-13,48003,826,45
2020-11-14,48003,859,33
2020-11-15,48003,859,0
2020-11-16,48003,859,0
2020-11-17,48003,896,37
2020-11-18,48003,926,30
2020-11-19,48003,940,14
2020-11-20,48003,940,0
2020-11-21,48003,977,37
2020-11-22,48003,977,0
2020-11-23,48003,977,0
2020-11-24,48003,977,0
2020-11-25,48003,1018,41
2020-11-26,48003,1018,0
2020-11-27,48003,1018,0
2020-11-28,48003,1018,0
2020-11-29,48003,1018,0
2020-11-30,48003,1018,0
2020-12-01,48003,1066,48
2020-12-02,48003,1087,21
2020-12-03,48003,1097,10
2020-12-04,48003,1097,0
2020-12-05,48003,1135,38
2020-12-06,48003,1135,0
2020-12-07,48003,1135,0
2020-12-08,48003,1135,0
2020-12-09,48003,1155,20
2020-12-10,48003,1155,0
2020-12-11,48003,1155,0
2020-12-12,48003,1189,34
2020-12-13,48003,1189,0
2020-12-14,48003,1189,0
2020-12-15,48003,1237,48
2020-12-16,48003,1271,34
2020-12-17,48003,1271,0
